homeDec,awayDec,combinedOdds
0.5833333333333334,0.4608294930875576,0.5612519201228879
0.5238095238095238,0.5238095238095238,0.5
0.5238095238095238,0.5238095238095238,0.5
0.46511627906976744,0.574468085106383,0.44532409698169223
0.7142857142857143,0.3225806451612903,0.695852534562212
0.5918367346938775,0.4444444444444444,0.5736961451247166
0.5575221238938053,0.46296296296296297,0.5472795804654211
0.43478260869565216,0.6,0.41739130434782606
0.5652173913043478,0.45454545454545453,0.5553359683794467
0.5121951219512195,0.5348837209302325,0.48865570051049345
0.5238095238095238,0.5,0.511904761904762
0.6078431372549019,0.43478260869565216,0.5865302642796248
0.5348837209302325,0.5121951219512195,0.5113442994895064
0.4424778761061947,0.6,0.4212389380530974
0.6,0.43478260869565216,0.5826086956521739
0.36363636363636365,0.6774193548387096,0.343108504398827
0.5850622406639004,0.45454545454545453,0.565258393059223
0.47619047619047616,0.5689655172413793,0.4536124794745484
0.30303030303030304,0.7435897435897436,0.27972027972027974
0.6153846153846154,0.42735042735042733,0.594017094017094
0.6153846153846154,0.425531914893617,0.5949263502454992
0.5238095238095238,0.5,0.511904761904762
0.5283018867924528,0.49504950495049505,0.516626190920979
0.5169082125603864,0.5073891625615764,0.504759524999405
0.26666666666666666,0.7777777777777778,0.2444444444444444
0.5327102803738317,0.49019607843137253,0.5212571009712296
0.696969696969697,0.3448275862068966,0.6760710553814002
0.5260663507109005,0.4975124378109453,0.5142769564499776
0.5652173913043478,0.47619047619047616,0.5445134575569358
0.5348837209302325,0.5121951219512195,0.5113442994895064
0.4878048780487805,0.5555555555555556,0.46612466124661245
0.6296296296296297,0.39215686274509803,0.6187363834422658
0.5121951219512195,0.5121951219512195,0.5
0.37037037037037035,0.6666666666666666,0.35185185185185186
0.6666666666666666,0.35714285714285715,0.6547619047619048
0.5515695067264574,0.4694835680751174,0.54104296932567
0.6,0.43478260869565216,0.5826086956521739
0.5575221238938053,0.46296296296296297,0.5472795804654211
0.45045045045045046,0.5918367346938775,0.42930685787828643
0.49504950495049505,0.5283018867924528,0.48337380907902117
0.5348837209302325,0.5121951219512195,0.5113442994895064
0.5121951219512195,0.5348837209302325,0.48865570051049345
0.4716981132075472,0.5495495495495496,0.4610742818289988
0.6296296296296297,0.4,0.6148148148148148
0.4608294930875576,0.5833333333333334,0.4387480798771122
0.30303030303030304,0.7368421052631579,0.28309409888357256
0.5652173913043478,0.47619047619047616,0.5445134575569358
0.5535714285714286,0.4672897196261682,0.5431408544726302
0.5833333333333334,0.43478260869565216,0.5742753623188406
0.7142857142857143,0.3225806451612903,0.695852534562212
0.5726495726495726,0.44642857142857145,0.5631105006105006
0.38461538461538464,0.6428571428571429,0.37087912087912084
0.6428571428571429,0.38461538461538464,0.6291208791208791
0.4878048780487805,0.5555555555555556,0.46612466124661245
0.6666666666666666,0.37037037037037035,0.6481481481481481
0.5475113122171946,0.47393364928909953,0.5367888314640475
0.5689655172413793,0.45045045045045046,0.5592575333954645
0.3225806451612903,0.7222222222222222,0.300179211469534
0.5833333333333334,0.4608294930875576,0.5612519201228879
0.7222222222222222,0.3225806451612903,0.6998207885304659
0.574468085106383,0.46511627906976744,0.5546759030183078
0.4878048780487805,0.5555555555555556,0.46612466124661245
0.5833333333333334,0.4608294930875576,0.5612519201228879
0.5833333333333334,0.4608294930875576,0.5612519201228879
0.6078431372549019,0.4166666666666667,0.5955882352941176
0.6296296296296297,0.4149377593360996,0.607345935146765
0.6,0.43478260869565216,0.5826086956521739
0.6666666666666666,0.37037037037037035,0.6481481481481481
0.5348837209302325,0.5121951219512195,0.5113442994895064
0.5918367346938775,0.43478260869565216,0.5785270629991127
0.7142857142857143,0.3225806451612903,0.695852534562212
0.32786885245901637,0.7142857142857143,0.306791569086651
0.5918367346938775,0.4444444444444444,0.5736961451247166
0.6078431372549019,0.4166666666666667,0.5955882352941176
0.7619047619047619,0.2777777777777778,0.7420634920634921
0.6491228070175439,0.39215686274509803,0.628482972136223
0.6428571428571429,0.38461538461538464,0.6291208791208791
0.5,0.5454545454545454,0.4772727272727273
0.6363636363636364,0.4032258064516129,0.6165689149560117
0.6296296296296297,0.40816326530612246,0.6107331821617535
0.5850622406639004,0.45454545454545453,0.565258393059223
0.5867768595041323,0.45662100456621,0.5650779274689611
0.4166666666666667,0.6226415094339622,0.39701257861635225
0.6774193548387096,0.37037037037037035,0.6535244922341696
0.4366812227074236,0.5901639344262295,0.4232586441405971
0.38461538461538464,0.6428571428571429,0.37087912087912084
0.5652173913043478,0.47619047619047616,0.5445134575569358
0.5238095238095238,0.5238095238095238,0.5
0.5652173913043478,0.47619047619047616,0.5445134575569358
0.5555555555555556,0.4878048780487805,0.5338753387533876
0.5652173913043478,0.47619047619047616,0.5445134575569358
0.6124031007751938,0.411522633744856,0.6004402335151688
0.6453900709219859,0.39215686274509803,0.6266166040884439
0.49504950495049505,0.5283018867924528,0.48337380907902117
0.6031746031746031,0.44052863436123346,0.5813229844066848
0.6226415094339622,0.41841004184100417,0.602115733796479
